"filename", "language", "PHP", "Markdown", "JSON", "YAML", "XML", "CSS", "JavaScript", "Ini", "comment", "blank", "total"
"c:\xampp\htdocs\SurgeryAndWound\Not Needed\clinic\profile.php", "PHP", -168, 0, 0, 0, 0, 0, 0, 0, -43, -14, -225
"c:\xampp\htdocs\SurgeryAndWound\Not Needed\clinic\register.php", "PHP", -130, 0, 0, 0, 0, 0, 0, 0, 0, -13, -143
"c:\xampp\htdocs\SurgeryAndWound\Not Needed\clinic\report.php", "PHP", -110, 0, 0, 0, 0, 0, 0, 0, 0, -12, -122
"c:\xampp\htdocs\SurgeryAndWound\Not Needed\clinic\reset.php", "PHP", -121, 0, 0, 0, 0, 0, 0, 0, -1, -10, -132
"c:\xampp\htdocs\SurgeryAndWound\Not Needed\clinic\updateArrive.php", "PHP", -17, 0, 0, 0, 0, 0, 0, 0, 0, -3, -20
"c:\xampp\htdocs\SurgeryAndWound\README.md", "Markdown", 0, -74, 0, 0, 0, 0, 0, 0, 0, -18, -92
"c:\xampp\htdocs\SurgeryAndWound\assets\css\all.min.css", "CSS", 0, 0, 0, 0, 0, -1, 0, 0, -4, 0, -5
"c:\xampp\htdocs\SurgeryAndWound\assets\css\animate.css", "CSS", 0, 0, 0, 0, 0, -3057, 0, 0, -11, -558, -3626
"c:\xampp\htdocs\SurgeryAndWound\assets\css\bootstrap-datepicker.min.css", "CSS", 0, 0, 0, 0, 0, -1, 0, 0, -5, -1, -7
"c:\xampp\htdocs\SurgeryAndWound\assets\css\bootstrap-datetimepicker.min.css", "CSS", 0, 0, 0, 0, 0, -1, 0, 0, -4, 0, -5
"c:\xampp\htdocs\SurgeryAndWound\assets\css\bootstrap-select.min.css", "CSS", 0, 0, 0, 0, 0, -1, 0, 0, -5, 0, -6
"c:\xampp\htdocs\SurgeryAndWound\assets\css\bootstrap.min.css", "CSS", 0, 0, 0, 0, 0, -1, 0, 0, -6, 0, -7
"c:\xampp\htdocs\SurgeryAndWound\assets\css\clinic\gijgo.min.css", "CSS", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\xampp\htdocs\SurgeryAndWound\assets\css\clinic\index.css", "CSS", 0, 0, 0, 0, 0, -50, 0, 0, -2, -8, -60
"c:\xampp\htdocs\SurgeryAndWound\assets\css\clinic\schedule.css", "CSS", 0, 0, 0, 0, 0, -84, 0, 0, -8, -18, -110
"c:\xampp\htdocs\SurgeryAndWound\assets\css\clinic\style.css", "CSS", 0, 0, 0, 0, 0, -114, 0, 0, -3, -22, -139
"c:\xampp\htdocs\SurgeryAndWound\assets\css\dataTables.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, -2
"c:\xampp\htdocs\SurgeryAndWound\assets\css\default.css", "CSS", 0, 0, 0, 0, 0, -293, 0, 0, -179, -70, -542
"c:\xampp\htdocs\SurgeryAndWound\assets\css\login.css", "CSS", 0, 0, 0, 0, 0, -59, 0, 0, -16, -15, -90
"c:\xampp\htdocs\SurgeryAndWound\assets\css\metisMenu.min.css", "CSS", 0, 0, 0, 0, 0, -1, 0, 0, -7, 0, -8
"c:\xampp\htdocs\SurgeryAndWound\assets\css\owl.carousel.min.css", "CSS", 0, 0, 0, 0, 0, -1, 0, 0, -5, 0, -6
"c:\xampp\htdocs\SurgeryAndWound\assets\css\owl.theme.default.min.css", "CSS", 0, 0, 0, 0, 0, -1, 0, 0, -5, 0, -6
"c:\xampp\htdocs\SurgeryAndWound\assets\css\sweetalert2.min.css", "CSS", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\xampp\htdocs\SurgeryAndWound\assets\css\themify-icons.css", "CSS", 0, 0, 0, 0, 0, -1077, 0, 0, -1, -4, -1082
"c:\xampp\htdocs\SurgeryAndWound\assets\css\typography.css", "CSS", 0, 0, 0, 0, 0, -113, 0, 0, -20, -21, -154
"c:\xampp\htdocs\SurgeryAndWound\assets\fonts\themify.svg", "XML", 0, 0, 0, 0, -362, 0, 0, 0, 0, 0, -362
"c:\xampp\htdocs\SurgeryAndWound\assets\img\widget\users.svg", "XML", 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"c:\xampp\htdocs\SurgeryAndWound\assets\js\bootstrap-datepicker.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -2, 0, -5, -1, -8
"c:\xampp\htdocs\SurgeryAndWound\assets\js\bootstrap-datetimepicker.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1
"c:\xampp\htdocs\SurgeryAndWound\assets\js\bootstrap-select.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -1, 0, -7, -1, -9
"c:\xampp\htdocs\SurgeryAndWound\assets\js\bootstrap.bundle.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -1, 0, -6, 0, -7
"c:\xampp\htdocs\SurgeryAndWound\assets\js\bootstrap.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -1, 0, -6, 0, -7
"c:\xampp\htdocs\SurgeryAndWound\assets\js\dataTables.bootstrap4.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -4, 0, -4, -1, -9
"c:\xampp\htdocs\SurgeryAndWound\assets\js\jquery-3.4.1.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -1, 0, -1, -1, -3
"c:\xampp\htdocs\SurgeryAndWound\assets\js\jquery.dataTables.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -162, 0, -4, -1, -167
"c:\xampp\htdocs\SurgeryAndWound\assets\js\metismenu.js", "JavaScript", 0, 0, 0, 0, 0, 0, -1, 0, -8, 0, -9
"c:\xampp\htdocs\SurgeryAndWound\assets\js\modernizr-2.8.3.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -1, 0, -3, -1, -5
"c:\xampp\htdocs\SurgeryAndWound\assets\js\moment.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1
"c:\xampp\htdocs\SurgeryAndWound\assets\js\owl.carousel.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -2, 0, -5, 0, -7
"c:\xampp\htdocs\SurgeryAndWound\assets\js\popper.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -1, 0, -4, -1, -6
"c:\xampp\htdocs\SurgeryAndWound\assets\js\scripts.js", "JavaScript", 0, 0, 0, 0, 0, 0, -182, 0, -133, -40, -355
"c:\xampp\htdocs\SurgeryAndWound\assets\js\sweetalert2.all.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, -2
"c:\xampp\htdocs\SurgeryAndWound\assets\js\validation.js", "JavaScript", 0, 0, 0, 0, 0, 0, -34, 0, 0, -5, -39
"c:\xampp\htdocs\SurgeryAndWound\assets\webfonts\fa-brands-400.svg", "XML", 0, 0, 0, 0, -3438, 0, 0, 0, -4, -1, -3443
"c:\xampp\htdocs\SurgeryAndWound\assets\webfonts\fa-regular-400.svg", "XML", 0, 0, 0, 0, -799, 0, 0, 0, -4, -1, -804
"c:\xampp\htdocs\SurgeryAndWound\assets\webfonts\fa-solid-900.svg", "XML", 0, 0, 0, 0, -4645, 0, 0, 0, -4, -1, -4650
"c:\xampp\htdocs\SurgeryAndWound\composer.json", "JSON", 0, 0, -6, 0, 0, 0, 0, 0, 0, -1, -7
"c:\xampp\htdocs\SurgeryAndWound\composer.lock", "JSON", 0, 0, -843, 0, 0, 0, 0, 0, 0, -1, -844
"c:\xampp\htdocs\SurgeryAndWound\config\autoload.php", "PHP", -14, 0, 0, 0, 0, 0, 0, 0, 0, -3, -17
"c:\xampp\htdocs\SurgeryAndWound\config\config.php", "PHP", -9, 0, 0, 0, 0, 0, 0, 0, -4, -5, -18
"c:\xampp\htdocs\SurgeryAndWound\config\database.php", "PHP", -14, 0, 0, 0, 0, 0, 0, 0, -4, -6, -24
"c:\xampp\htdocs\SurgeryAndWound\config\password_recovery.php", "PHP", -94, 0, 0, 0, 0, 0, 0, 0, -6, -29, -129
"c:\xampp\htdocs\SurgeryAndWound\config\path_css.php", "PHP", -30, 0, 0, 0, 0, 0, 0, 0, -1, -2, -33
"c:\xampp\htdocs\SurgeryAndWound\config\path_script.php", "PHP", -16, 0, 0, 0, 0, 0, 0, 0, -23, -8, -47
"c:\xampp\htdocs\SurgeryAndWound\config\phpmailer\Exception.php", "PHP", -9, 0, 0, 0, 0, 0, 0, 0, -28, -3, -40
"c:\xampp\htdocs\SurgeryAndWound\config\phpmailer\OAuth.php", "PHP", -46, 0, 0, 0, 0, 0, 0, 0, -79, -14, -139
"c:\xampp\htdocs\SurgeryAndWound\config\phpmailer\PHPMailer.php", "PHP", -2664, 0, 0, 0, 0, 0, 0, 0, -1801, -372, -4837
"c:\xampp\htdocs\SurgeryAndWound\config\phpmailer\POP3.php", "PHP", -168, 0, 0, 0, 0, 0, 0, 0, -209, -45, -422
"c:\xampp\htdocs\SurgeryAndWound\config\phpmailer\SMTP.php", "PHP", -680, 0, 0, 0, 0, 0, 0, 0, -587, -133, -1400
"c:\xampp\htdocs\SurgeryAndWound\config\resetPassword-inc.php", "PHP", -71, 0, 0, 0, 0, 0, 0, 0, -7, -10, -88
"c:\xampp\htdocs\SurgeryAndWound\config\security.php", "PHP", -50, 0, 0, 0, 0, 0, 0, 0, -18, -14, -82
"c:\xampp\htdocs\SurgeryAndWound\config\session_destroy.php", "PHP", -4, 0, 0, 0, 0, 0, 0, 0, -3, -3, -10
"c:\xampp\htdocs\SurgeryAndWound\config\validator.php", "PHP", -77, 0, 0, 0, 0, 0, 0, 0, -49, -14, -140
"c:\xampp\htdocs\SurgeryAndWound\doctor\appointment-list.php", "PHP", -118, 0, 0, 0, 0, 0, 0, 0, 0, -12, -130
"c:\xampp\htdocs\SurgeryAndWound\doctor\comment-list.php", "PHP", -109, 0, 0, 0, 0, 0, 0, 0, 0, -8, -117
"c:\xampp\htdocs\SurgeryAndWound\doctor\doctor-Iupload.php", "PHP", -75, 0, 0, 0, 0, 0, 0, 0, -290, -17, -382
"c:\xampp\htdocs\SurgeryAndWound\doctor\doctor-Iview.php", "PHP", -71, 0, 0, 0, 0, 0, 0, 0, 0, -7, -78
"c:\xampp\htdocs\SurgeryAndWound\doctor\doctor-edit-rec.php", "PHP", -209, 0, 0, 0, 0, 0, 0, 0, -319, -24, -552
"c:\xampp\htdocs\SurgeryAndWound\doctor\doctor-feedback.php", "PHP", -327, 0, 0, 0, 0, 0, 0, 0, -398, -32, -757
"c:\xampp\htdocs\SurgeryAndWound\doctor\doctor-view.php", "PHP", -309, 0, 0, 0, 0, 0, 0, 0, 0, -26, -335
"c:\xampp\htdocs\SurgeryAndWound\doctor\includes\2tor_conn.php", "PHP", -104, 0, 0, 0, 0, 0, 0, 0, -11, -29, -144
"c:\xampp\htdocs\SurgeryAndWound\doctor\includes\path.inc.php", "PHP", -43, 0, 0, 0, 0, 0, 0, 0, -2, -8, -53
"c:\xampp\htdocs\SurgeryAndWound\doctor\includes\session.inc.php", "PHP", -14, 0, 0, 0, 0, 0, 0, 0, -1, -6, -21
"c:\xampp\htdocs\SurgeryAndWound\doctor\index.php", "PHP", -181, 0, 0, 0, 0, 0, 0, 0, -12, -13, -206
"c:\xampp\htdocs\SurgeryAndWound\doctor\layouts\nav_header.php", "PHP", -97, 0, 0, 0, 0, 0, 0, 0, 0, -10, -107
"c:\xampp\htdocs\SurgeryAndWound\doctor\layouts\navigate.php", "PHP", -57, 0, 0, 0, 0, 0, 0, 0, 0, -1, -58
"c:\xampp\htdocs\SurgeryAndWound\doctor\layouts\widget.php", "PHP", -86, 0, 0, 0, 0, 0, 0, 0, 0, 0, -86
"c:\xampp\htdocs\SurgeryAndWound\doctor\loadReport.php", "PHP", -50, 0, 0, 0, 0, 0, 0, 0, -3, -11, -64
"c:\xampp\htdocs\SurgeryAndWound\doctor\login.php", "PHP", -48, 0, 0, 0, 0, 0, 0, 0, -12, -12, -72
"c:\xampp\htdocs\SurgeryAndWound\doctor\logout.php", "PHP", -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8
"c:\xampp\htdocs\SurgeryAndWound\doctor\notification-list.php", "PHP", -108, 0, 0, 0, 0, 0, 0, 0, -4, -10, -122
"c:\xampp\htdocs\SurgeryAndWound\doctor\patient-list.php", "PHP", -85, 0, 0, 0, 0, 0, 0, 0, 0, -4, -89
"c:\xampp\htdocs\SurgeryAndWound\doctor\patient-view.php", "PHP", -314, 0, 0, 0, 0, 0, 0, 0, -1, -27, -342
"c:\xampp\htdocs\SurgeryAndWound\doctor\profile.php", "PHP", -183, 0, 0, 0, 0, 0, 0, 0, -10, -17, -210
"c:\xampp\htdocs\SurgeryAndWound\doctor\report.php", "PHP", -111, 0, 0, 0, 0, 0, 0, 0, 0, -12, -123
"c:\xampp\htdocs\SurgeryAndWound\doctor\review.php", "PHP", -172, 0, 0, 0, 0, 0, 0, 0, 0, -18, -190
"c:\xampp\htdocs\SurgeryAndWound\doctor\speciality.php", "PHP", -87, 0, 0, 0, 0, 0, 0, 0, -199, -10, -296
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\activate.php", "PHP", -129, 0, 0, 0, 0, 0, 0, 0, -1, -11, -141
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\appointment-view.php", "PHP", -393, 0, 0, 0, 0, 0, 0, 0, -7, -36, -436
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\appointment.php", "PHP", -86, 0, 0, 0, 0, 0, 0, 0, 0, -5, -91
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\doctor-edit.php", "PHP", -197, 0, 0, 0, 0, 0, 0, 0, -188, -17, -402
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\doctor.php", "PHP", -73, 0, 0, 0, 0, 0, 0, 0, 0, -5, -78
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\forgot.php", "PHP", -82, 0, 0, 0, 0, 0, 0, 0, 0, -13, -95
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\index.php", "PHP", -204, 0, 0, 0, 0, 0, 0, 0, -4, -7, -215
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\loadAppointment.php", "PHP", -47, 0, 0, 0, 0, 0, 0, 0, -7, -3, -57
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\loadSchedule.php", "PHP", -22, 0, 0, 0, 0, 0, 0, 0, 0, -6, -28
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\login.php", "PHP", -87, 0, 0, 0, 0, 0, 0, 0, 0, -9, -96
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\logout.php", "PHP", -6, 0, 0, 0, 0, 0, 0, 0, -2, 0, -8
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\password.php", "PHP", -90, 0, 0, 0, 0, 0, 0, 0, 0, -10, -100
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\patient-list.php", "PHP", -72, 0, 0, 0, 0, 0, 0, 0, 0, -4, -76
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\patient-view.php", "PHP", -376, 0, 0, 0, 0, 0, 0, 0, -7, -34, -417
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\reset.php", "PHP", -121, 0, 0, 0, 0, 0, 0, 0, -27, -12, -160
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\sch-edit.php", "PHP", -210, 0, 0, 0, 0, 0, 0, 0, 0, -17, -227
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\sch-list.php", "PHP", -240, 0, 0, 0, 0, 0, 0, 0, 0, -15, -255
"c:\xampp\htdocs\SurgeryAndWound\doctor\uneeded\treatment.php", "PHP", -173, 0, 0, 0, 0, 0, 0, 0, 0, -17, -190
"c:\xampp\htdocs\SurgeryAndWound\helper\email.helper.php", "PHP", -101, 0, 0, 0, 0, 0, 0, 0, -1, -8, -110
"c:\xampp\htdocs\SurgeryAndWound\helper\select_helper.php", "PHP", -215, 0, 0, 0, 0, 0, 0, 0, -14, -4, -233
"c:\xampp\htdocs\SurgeryAndWound\index.php", "PHP", -265, 0, 0, 0, 0, 0, 0, 0, 0, -14, -279
"c:\xampp\htdocs\SurgeryAndWound\patient\appointment-list.php", "PHP", -118, 0, 0, 0, 0, 0, 0, 0, -1, -12, -131
"c:\xampp\htdocs\SurgeryAndWound\patient\includes\1ent_conn.php", "PHP", -151, 0, 0, 0, 0, 0, 0, 0, -16, -31, -198
"c:\xampp\htdocs\SurgeryAndWound\patient\includes\adm_conn.php", "PHP", -90, 0, 0, 0, 0, 0, 0, 0, -11, -25, -126
"c:\xampp\htdocs\SurgeryAndWound\patient\includes\path.inc.php", "PHP", -43, 0, 0, 0, 0, 0, 0, 0, -2, -9, -54
"c:\xampp\htdocs\SurgeryAndWound\patient\includes\session.inc.php", "PHP", -13, 0, 0, 0, 0, 0, 0, 0, -1, -6, -20
"c:\xampp\htdocs\SurgeryAndWound\patient\index.php", "PHP", -224, 0, 0, 0, 0, 0, 0, 0, -3, -24, -251
"c:\xampp\htdocs\SurgeryAndWound\patient\layouts\404.php", "PHP", -124, 0, 0, 0, 0, 0, 0, 0, -5, -24, -153
"c:\xampp\htdocs\SurgeryAndWound\patient\layouts\nav_header.php", "PHP", -82, 0, 0, 0, 0, 0, 0, 0, 0, -5, -87
"c:\xampp\htdocs\SurgeryAndWound\patient\layouts\navigate.php", "PHP", -79, 0, 0, 0, 0, 0, 0, 0, 0, 0, -79
"c:\xampp\htdocs\SurgeryAndWound\patient\layouts\widget.php", "PHP", -81, 0, 0, 0, 0, 0, 0, 0, 0, -1, -82
"c:\xampp\htdocs\SurgeryAndWound\patient\login.php", "PHP", -49, 0, 0, 0, 0, 0, 0, 0, -13, -19, -81
"c:\xampp\htdocs\SurgeryAndWound\patient\logout.php", "PHP", -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8
"c:\xampp\htdocs\SurgeryAndWound\patient\new\index.php", "PHP", -29, 0, 0, 0, 0, 0, 0, 0, 0, -17, -46
"c:\xampp\htdocs\SurgeryAndWound\patient\new\patient-edit-rec.php", "PHP", -209, 0, 0, 0, 0, 0, 0, 0, -319, -24, -552
"c:\xampp\htdocs\SurgeryAndWound\patient\notification-list.php", "PHP", -108, 0, 0, 0, 0, 0, 0, 0, -4, -10, -122
"c:\xampp\htdocs\SurgeryAndWound\patient\patient-Iupload.php", "PHP", -75, 0, 0, 0, 0, 0, 0, 0, -293, -17, -385
"c:\xampp\htdocs\SurgeryAndWound\patient\patient-Iview.php", "PHP", -164, 0, 0, 0, 0, 0, 0, 0, 0, -14, -178
"c:\xampp\htdocs\SurgeryAndWound\patient\patient-edit-rec.php", "PHP", -209, 0, 0, 0, 0, 0, 0, 0, -319, -24, -552
"c:\xampp\htdocs\SurgeryAndWound\patient\patient-edit-view.php", "PHP", -268, 0, 0, 0, 0, 0, 0, 0, -351, -23, -642
"c:\xampp\htdocs\SurgeryAndWound\patient\patient-list.php", "PHP", -75, 0, 0, 0, 0, 0, 0, 0, 0, -3, -78
"c:\xampp\htdocs\SurgeryAndWound\patient\patient-view.php", "PHP", -309, 0, 0, 0, 0, 0, 0, 0, 0, -26, -335
"c:\xampp\htdocs\SurgeryAndWound\patient\profile.php", "PHP", -181, 0, 0, 0, 0, 0, 0, 0, -39, -22, -242
"c:\xampp\htdocs\SurgeryAndWound\patient\progress-tracking.php", "PHP", -43, 0, 0, 0, 0, 0, 0, 0, -2, -11, -56
"c:\xampp\htdocs\SurgeryAndWound\patient\speciality.php", "PHP", -87, 0, 0, 0, 0, 0, 0, 0, -199, -10, -296
"c:\xampp\htdocs\SurgeryAndWound\patient\uneeded\admin-add.php", "PHP", -102, 0, 0, 0, 0, 0, 0, 0, -3, -16, -121
"c:\xampp\htdocs\SurgeryAndWound\patient\uneeded\admin-upload.php", "PHP", -185, 0, 0, 0, 0, 0, 0, 0, -5, -22, -212
"c:\xampp\htdocs\SurgeryAndWound\patient\uneeded\admin-upload2.php", "PHP", -161, 0, 0, 0, 0, 0, 0, 0, -5, -21, -187
"c:\xampp\htdocs\SurgeryAndWound\patient\uneeded\admin.php", "PHP", -72, 0, 0, 0, 0, 0, 0, 0, 0, -3, -75
"c:\xampp\htdocs\SurgeryAndWound\patient\uneeded\doctor-add.php", "PHP", -86, 0, 0, 0, 0, 0, 0, 0, -240, -6, -332
"c:\xampp\htdocs\SurgeryAndWound\patient\uneeded\doctor-list.php", "PHP", -75, 0, 0, 0, 0, 0, 0, 0, 0, -3, -78
"c:\xampp\htdocs\SurgeryAndWound\patient\uneeded\doctor-view.php", "PHP", -309, 0, 0, 0, 0, 0, 0, 0, 0, -26, -335
"c:\xampp\htdocs\SurgeryAndWound\patient\uneeded\patient-Iupload2.php", "PHP", -69, 0, 0, 0, 0, 0, 0, 0, -290, -16, -375
"c:\xampp\htdocs\SurgeryAndWound\patient\uneeded\patient-Iview2.php", "PHP", -87, 0, 0, 0, 0, 0, 0, 0, -1, -12, -100
"c:\xampp\htdocs\SurgeryAndWound\patient\uneeded\patient-add.php", "PHP", -86, 0, 0, 0, 0, 0, 0, 0, -240, -6, -332
"c:\xampp\htdocs\SurgeryAndWound\patient\uneeded\patient-assign.php", "PHP", -144, 0, 0, 0, 0, 0, 0, 0, -2, -16, -162
"c:\xampp\htdocs\SurgeryAndWound\patient\uneeded\patient-assign2.php", "PHP", -123, 0, 0, 0, 0, 0, 0, 0, -2, -18, -143
"c:\xampp\htdocs\SurgeryAndWound\patient\uneeded\patient-edit-view2.php", "PHP", -335, 0, 0, 0, 0, 0, 0, 0, -13, -54, -402
"c:\xampp\htdocs\SurgeryAndWound\research team\includes\adm_conn.php", "PHP", -190, 0, 0, 0, 0, 0, 0, 0, -12, -45, -247
"c:\xampp\htdocs\SurgeryAndWound\research team\includes\path.inc.php", "PHP", -124, 0, 0, 0, 0, 0, 0, 0, -10, -21, -155
"c:\xampp\htdocs\SurgeryAndWound\research team\includes\session.inc.php", "PHP", -14, 0, 0, 0, 0, 0, 0, 0, -1, -5, -20
"c:\xampp\htdocs\SurgeryAndWound\research team\index.php", "PHP", -106, 0, 0, 0, 0, 0, 0, 0, -12, -6, -124
"c:\xampp\htdocs\SurgeryAndWound\research team\layouts\404.php", "PHP", -124, 0, 0, 0, 0, 0, 0, 0, -5, -24, -153
"c:\xampp\htdocs\SurgeryAndWound\research team\layouts\nav_header.php", "PHP", -30, 0, 0, 0, 0, 0, 0, 0, 0, -1, -31
"c:\xampp\htdocs\SurgeryAndWound\research team\layouts\navigate.php", "PHP", -77, 0, 0, 0, 0, 0, 0, 0, 0, 0, -77
"c:\xampp\htdocs\SurgeryAndWound\research team\layouts\widget.php", "PHP", -81, 0, 0, 0, 0, 0, 0, 0, 0, -1, -82
"c:\xampp\htdocs\SurgeryAndWound\research team\login.php", "PHP", -51, 0, 0, 0, 0, 0, 0, 0, -11, -11, -73
"c:\xampp\htdocs\SurgeryAndWound\research team\logout.php", "PHP", -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\admin-add.php", "PHP", -102, 0, 0, 0, 0, 0, 0, 0, -3, -16, -121
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\admin-edit.php", "PHP", -159, 0, 0, 0, 0, 0, 0, 0, -5, -17, -181
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\admin-export.php", "PHP", -112, 0, 0, 0, 0, 0, 0, 0, 0, -10, -122
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\admin-export2.php", "PHP", -42, 0, 0, 0, 0, 0, 0, 0, 0, -9, -51
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\admin-upload.php", "PHP", -244, 0, 0, 0, 0, 0, 0, 0, -23, -34, -301
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\admin-upload2.php", "PHP", -161, 0, 0, 0, 0, 0, 0, 0, -5, -21, -187
"c:\xampp\htdocs\SurgeryAndWound\research team\not_needed\admin.php", "PHP", -72, 0, 0, 0, 0, 0, 0, 0, 0, -3, -75
